variable,variable_type,responses,question_standardized,response_standardized,country,format,response_standarized,question_full
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Yeux_enfonces,Categorical,non,sunken_eye,no,mali,champs1,NA,Did the child have sunken eyes?
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Yeux_enfonces,Categorical,ne_sait_pas,sunken_eye,dk,mali,champs1,NA,Did the child have sunken eyes?
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Temps_enfonces,Categorical,jours,NA,NA,mali,champs1,NA,NA
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Temps_enfonces,Categorical,ne_sait_pas,NA,NA,mali,champs1,NA,NA
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Temps_enfonces1,Non-categorical,Non-categorical variable,days_sunken_eye,NA,mali,champs1,NA,Days the child had sunken eyes
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Peau_ridee,Categorical,oui,wrinkled_skin,yes,mali,champs1,NA,Did the child have wrinkled skin?
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Peau_ridee,Categorical,non,wrinkled_skin,no,mali,champs1,NA,Did the child have wrinkled skin?
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Peau_ridee,Categorical,ne_sait_pas,wrinkled_skin,dk,mali,champs1,NA,Did the child have wrinkled skin?
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Liquide_SRO,Categorical,oui,oral_rehydration,yes,mali,champs1,NA,Did the child receive oral rehydration salts?
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Liquide_SRO,Categorical,non,oral_rehydration,no,mali,champs1,NA,Did the child receive oral rehydration salts?
Section_1.2:Resultat_rempli_oui:Section_8:Diarrhee_oui:Liquide_SRO,Categorical,ne_sait_pas,oral_rehydration,dk,mali,champs1,NA,Did the child receive oral rehydration salts?
Section_1.2:Resultat_rempli_oui:Section_8:Vomi,Categorical,non,vomit,yes,mali,champs1,NA,Did the child vomit?
Section_1.2:Resultat_rempli_oui:Section_8:Vomi,Categorical,oui,vomit,no,mali,champs1,NA,Did the child vomit?
Section_1.2:Resultat_rempli_oui:Section_8:Vomi,Categorical,ne_sait_pas,vomit,dk,mali,champs1,NA,Did the child vomit?
Section_1.2:Resultat_rempli_oui:Section_8:Vomi_oui:Temps_vomi,Categorical,jours,NA,NA,mali,champs1,NA,NA
Section_1.2:Resultat_rempli_oui:Section_8:Vomi_oui:Temps_vomi,Categorical,ne_sait_pas,NA,NA,mali,champs1,NA,NA
Section_1.2:Resultat_rempli_oui:Section_8:Vomi_oui:Temps_vomi1,Non-categorical,Non-categorical variable,days_vomit,NA,mali,champs1,NA,Days the child vomited
Section_1.2:Resultat_rempli_oui:Section_8:Vomi_oui:Fois_vomi,Categorical,untitled,NA,NA,mali,champs1,NA,NA
Section_1.2:Resultat_rempli_oui:Section_8:Vomi_oui:Fois_vomi,Categorical,fois,NA,NA,mali,champs1,NA,NA
Section_1.2:Resultat_rempli_oui:Section_8:Vomi_oui:Fois_vomi1,Non-categorical,Non-categorical variable,times_vomit,NA,mali,champs1,NA,When the vomiting was worst how often did the child vomit?
Section_1.2:Resultat_rempli_oui:Section_8:Douleur_ab,Categorical,oui,abdomen_pain,yes,mali,champs1,NA,Did the child have abdominal pain?
Section_1.2:Resultat_rempli_oui:Section_8:Douleur_ab,Categorical,non,abdomen_pain,no,mali,champs1,NA,Did the child have abdominal pain?
Section_1.2:Resultat_rempli_oui:Section_8:Douleur_ab,Categorical,ne_sait_pas,abdomen_pain,dk,mali,champs1,NA,Did the child have abdominal pain?
Section_1.2:Resultat_rempli_oui:Section_8:Douleur_ab_oui:Temps_douleur_ab,Categorical,jours,days_abdomen_pain,NA,mali,champs1,NA,Days child had abdomen pain
Section_1.2:Resultat_rempli_oui:Section_8:Douleur_ab_oui:Temps_douleur_ab,Categorical,ne_sait_pas,NA,NA,mali,champs1,NA,NA
Section_1.2:Resultat_rempli_oui:Section_8:Douleur_ab_oui:Temps_douleur_ab1,Non-categorical,Non-categorical variable,days_abdomen_pain,NA,mali,champs1,NA,Days child had abdomen pain
Section_1.2:Resultat_rempli_oui:Section_8:Douleur_ab_oui:Douleur_ab_severe,Categorical,oui,abdomen_pain_severe,yes,mali,champs1,NA,Was the abdominal pain severe?
Section_1.2:Resultat_rempli_oui:Section_8:Douleur_ab_oui:Douleur_ab_severe,Categorical,non,abdomen_pain_severe,no,mali,champs1,NA,Was the abdominal pain severe?
Section_1.2:Resultat_rempli_oui:Section_8:Douleur_ab_oui:Douleur_ab_severe,Categorical,ne_sait_pas,abdomen_pain_severe,dk,mali,champs1,NA,Was the abdominal pain severe?
Section_1.2:Resultat_rempli_oui:Section_8:Distension_ab,Categorical,oui,protruding_abdomen,yes,mali,champs1,NA,Did the child have a protruding abdomen?
Section_1.2:Resultat_rempli_oui:Section_8:Distension_ab,Categorical,non,protruding_abdomen,no,mali,champs1,NA,Did the child have a protruding abdomen?
Section_1.2:Resultat_rempli_oui:Section_8:Distension_ab,Categorical,ne_sait_pas,protruding_abdomen,dk,mali,champs1,NA,Did the child have a protruding abdomen?
Section_1.2:Resultat_rempli_oui:Section_8:Distension_ab_oui:Temps_distension_ab,Categorical,ne_sait_pas,NA,NA,mali,champs1,NA,NA
Section_1.2:Resultat_rempli_oui:Section_8:Distension_ab_oui:Temps_distension_ab,Categorical,jours,NA,NA,mali,champs1,NA,NA
Section_1.2:Resultat_rempli_oui:Section_8:Distension_ab_oui:Temps_distension_ab1,Non-categorical,Non-categorical variable,days_protruding_abdomen,NA,mali,champs1,NA,Days the child had a protruding abdomen
Section_1.2:Resultat_rempli_oui:Section_8:Distension_ab_oui:Distension_rapid,Categorical,rapidement,rapidly_protruding_abdomen,rapid,mali,champs1,NA,How rapidly did the child develop the protruding belly (abdomen)?
Section_1.2:Resultat_rempli_oui:Section_8:Distension_ab_oui:Distension_rapid,Categorical,graduellement,rapidly_protruding_abdomen,gradual,mali,champs1,NA,How rapidly did the child develop the protruding belly (abdomen)?
Section_1.2:Resultat_rempli_oui:Section_8:Distension_ab_oui:Distension_rapid,Categorical,ne_sait_pas,rapidly_protruding_abdomen,dk,mali,champs1,NA,How rapidly did the child develop the protruding belly (abdomen)?
Section_1.2:Resultat_rempli_oui:Section_8:Sans_selle,Categorical,oui,no_stool,yes,mali,champs1,NA,Was there a period of a day or longer during which the child did not pass any stool?
Section_1.2:Resultat_rempli_oui:Section_8:Sans_selle,Categorical,non,no_stool,no,mali,champs1,NA,Was there a period of a day or longer during which the child did not pass any stool?
Section_1.2:Resultat_rempli_oui:Section_8:Sans_selle,Categorical,ne_sait_pas,no_stool,dk,mali,champs1,NA,Was there a period of a day or longer during which the child did not pass any stool?
Section_1.2:Resultat_rempli_oui:Section_8:Masse_abdomen,Categorical,oui,abdomen_mass,yes,mali,champs1,NA,Did the child have any mass in the abdomen?
Section_1.2:Resultat_rempli_oui:Section_8:Masse_abdomen,Categorical,non,abdomen_mass,no,mali,champs1,NA,Did the child have any mass in the abdomen?
Section_1.2:Resultat_rempli_oui:Section_8:Masse_abdomen,Categorical,ne_sait_pas,abdomen_mass,dk,mali,champs1,NA,Did the child have any mass in the abdomen?
Section_1.2:Resultat_rempli_oui:Section_8:Temps_masse_ab,Categorical,jours,NA,NA,mali,champs1,NA,NA
Section_1.2:Resultat_rempli_oui:Section_8:Temps_masse_ab,Categorical,ne_sait_pas,NA,NA,mali,champs1,NA,NA
Section_1.2:Resultat_rempli_oui:Section_8:Temps_masse_ab1,Non-categorical,Non-categorical variable,days_abdomen_mass,NA,mali,champs1,NA,Days child had abdomen mass
Section_1.2:Resultat_rempli_oui:Section_8:Maux_tete,Categorical,oui,headache,yes,mali,champs1,NA,Did the child have a headache?
Section_1.2:Resultat_rempli_oui:Section_8:Maux_tete,Categorical,non,headache,no,mali,champs1,NA,Did the child have a headache?
Section_1.2:Resultat_rempli_oui:Section_8:Maux_tete,Categorical,ne_sait_pas,headache,dk,mali,champs1,NA,Did the child have a headache?
Section_1.2:Resultat_rempli_oui:Section_8:Maux_tete_oui:Temps_mal_tete,Categorical,jours,NA,NA,mali,champs1,NA,NA
Section_1.2:Resultat_rempli_oui:Section_8:Maux_tete_oui:Temps_mal_tete,Categorical,ne_sait_pas,NA,NA,mali,champs1,NA,NA
Section_1.2:Resultat_rempli_oui:Section_8:Maux_tete_oui:Temps_mal_tete1,Non-categorical,Non-categorical variable,days_headache,NA,mali,champs1,NA,Days child had a headache
Section_1.2:Resultat_rempli_oui:Section_8:Maux_tete_oui:Mal_tete_severe,Categorical,non,severe_headache,yes,mali,champs1,NA,Did the child have a severe headache?
Section_1.2:Resultat_rempli_oui:Section_8:Maux_tete_oui:Mal_tete_severe,Categorical,oui,severe_headache,no,mali,champs1,NA,Did the child have a severe headache?
Section_1.2:Resultat_rempli_oui:Section_8:Cou_raide,Categorical,oui,stiff_neck,yes,mali,champs1,NA,Did the child have a stiff neck during illness that led to death?
Section_1.2:Resultat_rempli_oui:Section_8:Cou_raide,Categorical,non,stiff_neck,no,mali,champs1,NA,Did the child have a stiff neck during illness that led to death?
Section_1.2:Resultat_rempli_oui:Section_8:Cou_raide,Categorical,ne_sait_pas,stiff_neck,dk,mali,champs1,NA,Did the child have a stiff neck during illness that led to death?
Section_1.2:Resultat_rempli_oui:Section_8:Temps_cou_raide,Categorical,jours,NA,NA,mali,champs1,NA,NA
Section_1.2:Resultat_rempli_oui:Section_8:Temps_cou_raide1,Non-categorical,Non-categorical variable,days_stiff_neck,NA,mali,champs1,NA,Days the child had a stiff neck
Section_1.2:Resultat_rempli_oui:Section_8:Inconscient,Categorical,non,unconscious,yes,mali,champs1,NA,Was the child unconscious during the illness that led to death?
Section_1.2:Resultat_rempli_oui:Section_8:Inconscient,Categorical,oui,unconscious,no,mali,champs1,NA,Was the child unconscious during the illness that led to death?
Section_1.2:Resultat_rempli_oui:Section_8:Inconscient,Categorical,ne_sait_pas,unconscious,dk,mali,champs1,NA,Was the child unconscious during the illness that led to death?
Section_1.2:Resultat_rempli_oui:Section_8:Inconscient_oui:Temps_inconscient,Categorical,jours,NA,NA,mali,champs1,NA,NA
Section_1.2:Resultat_rempli_oui:Section_8:Inconscient_oui:Temps_inconscient1,Non-categorical,Non-categorical variable,days_unconscious,NA,mali,champs1,NA,Days the child was unconscious before his/her death
Section_1.2:Resultat_rempli_oui:Section_8:Inconscient_oui:Inconscience_brusque,Categorical,brusquement,unconscious_sudden,suddenly,mali,champs1,NA,"Did the unconsciousness start suddently, quickly (within a single day)?"
Section_1.2:Resultat_rempli_oui:Section_8:Convulsions,Categorical,oui,convulsions,yes,mali,champs1,NA,Did the child have any fits or convulsions during the illness that led to his/her death?
Section_1.2:Resultat_rempli_oui:Section_8:Convulsions,Categorical,non,convulsions,no,mali,champs1,NA,Did the child have any fits or convulsions during the illness that led to his/her death?
Section_1.2:Resultat_rempli_oui:Section_8:Convulsions,Categorical,ne_sait_pas,convulsions,dk,mali,champs1,NA,Did the child have any fits or convulsions during the illness that led to his/her death?
Section_1.2:Resultat_rempli_oui:Section_8:Temps_convulsions,Categorical,jours,NA,NA,mali,champs1,NA,NA
Section_1.2:Resultat_rempli_oui:Section_8:Temps_convulsions,Categorical,ne_sait_pas,NA,NA,mali,champs1,NA,NA
Section_1.2:Resultat_rempli_oui:Section_8:Temps_convulsions1,Non-categorical,Non-categorical variable,days_convulsions,NA,mali,champs1,NA,Days child had convulsions
Section_1.2:Resultat_rempli_oui:Section_8:Paralyses,Categorical,oui,paralyzed,yes,mali,champs1,NA,Was the child in any way paralyzed?
Section_1.2:Resultat_rempli_oui:Section_8:Paralyses,Categorical,non,paralyzed,no,mali,champs1,NA,Was the child in any way paralyzed?
Section_1.2:Resultat_rempli_oui:Section_8:Paralyses,Categorical,ne_sait_pas,paralyzed,dk,mali,champs1,NA,Was the child in any way paralyzed?
Section_1.2:Resultat_rempli_oui:Section_8:Paralyses_oui:Temps_paralyses,Categorical,jours,NA,NA,mali,champs1,NA,NA
Section_1.2:Resultat_rempli_oui:Section_8:Paralyses_oui:Temps_paralyses,Categorical,ne_sait_pas,NA,NA,mali,champs1,NA,NA
Section_1.2:Resultat_rempli_oui:Section_8:Paralyses_oui:Temps_paralyses1,Non-categorical,Non-categorical variable,days_paralyzed,NA,mali,champs1,NA,Days the child was paralyzed
Section_1.2:Resultat_rempli_oui:Section_8:Paralyses_oui:Paralysie_brusque,Categorical,brusquement,paralyzed_sudden,suddenly,mali,champs1,NA,"Did the paralysis happen suddenly, quickly, or slowly?"
Section_1.2:Resultat_rempli_oui:Section_8:Paralyses_oui:Paralysie_brusque,Categorical,lentement,paralyzed_sudden,slowly,mali,champs1,NA,"Did the paralysis happen suddenly, quickly, or slowly?"
Section_1.2:Resultat_rempli_oui:Section_8:Urine,Categorical,oui,urine_change_amount,yes,mali,champs1,NA,Was there change in the amount of urine the child passed?
Section_1.2:Resultat_rempli_oui:Section_8:Urine,Categorical,non,urine_change_amount,no,mali,champs1,NA,Was there change in the amount of urine the child passed?
Section_1.2:Resultat_rempli_oui:Section_8:Urine,Categorical,ne_sait_pas,urine_change_amount,dk,mali,champs1,NA,Was there change in the amount of urine the child passed?
Section_1.2:Resultat_rempli_oui:Section_8:Urine_oui:Temps_urine,Categorical,jours,NA,NA,mali,champs1,NA,NA
Section_1.2:Resultat_rempli_oui:Section_8:Urine_oui:Temps_urine,Categorical,ne_sait_pas,NA,NA,mali,champs1,NA,NA
Section_1.2:Resultat_rempli_oui:Section_8:Urine_oui:Temps_urine1,Non-categorical,Non-categorical variable,days_urine_change,NA,mali,champs1,NA,Days the child had change in the amount of urine s/he passed daily
Section_1.2:Resultat_rempli_oui:Section_8:Urine_oui:Combien_urine,Categorical,peu,urine_amount,too_little,mali,champs1,NA,How much urine did the child pass?
Section_1.2:Resultat_rempli_oui:Section_8:Urine_oui:Combien_urine,Categorical,ne_sait_pas,urine_amount,dk,mali,champs1,NA,How much urine did the child pass?
Section_1.2:Resultat_rempli_oui:Section_8:Urine_oui:Combien_urine,Categorical,beaucoup,urine_amount,too_much,mali,champs1,NA,How much urine did the child pass?
Section_1.2:Resultat_rempli_oui:Section_8:Eruptions_cut,Categorical,oui,rash,yes,mali,champs1,NA,"During the illness that led to death, did the chil have any skin rash?"
Section_1.2:Resultat_rempli_oui:Section_8:Eruptions_cut,Categorical,non,rash,no,mali,champs1,NA,"During the illness that led to death, did the chil have any skin rash?"
Section_1.2:Resultat_rempli_oui:Section_8:Eruptions_cut,Categorical,ne_sait_pas,rash,dk,mali,champs1,NA,"During the illness that led to death, did the chil have any skin rash?"
Section_1.2:Resultat_rempli_oui:Section_8:Eruptions_cut_oui:Temps_erupt_cut,Categorical,ne_sait_pas,NA,NA,mali,champs1,NA,NA
Section_1.2:Resultat_rempli_oui:Section_8:Eruptions_cut_oui:Temps_erupt_cut,Categorical,jours,NA,NA,mali,champs1,NA,NA
Section_1.2:Resultat_rempli_oui:Section_8:Eruptions_cut_oui:Temps_erupt_cut1,Non-categorical,Non-categorical variable,days_rash,NA,mali,champs1,NA,Days the child had a rash
Section_1.2:Resultat_rempli_oui:Section_8:Eruptions_cut_oui:Eruption_sur,Categorical,suivante,NA,NA,mali,champs1,NA,NA
Section_1.2:Resultat_rempli_oui:Section_8:Eruptions_cut_oui:Eruptions_sur1:Erupt_visage,Categorical,oui,rash_face,yes,mali,champs1,NA,"If the child had a skin rash, was the rash on the face?"
Section_1.2:Resultat_rempli_oui:Section_8:Eruptions_cut_oui:Eruptions_sur1:Erupt_visage,Categorical,non,rash_face,no,mali,champs1,NA,"If the child had a skin rash, was the rash on the face?"
Section_1.2:Resultat_rempli_oui:Section_8:Eruptions_cut_oui:Eruptions_sur1:Erupt_tronc,Categorical,oui,rash_trunk,yes,mali,champs1,NA,"If the child had a skin rash, was the rash on the trunk?"
Section_1.2:Resultat_rempli_oui:Section_8:Eruptions_cut_oui:Eruptions_sur1:Erupt_tronc,Categorical,non,rash_trunk,no,mali,champs1,NA,"If the child had a skin rash, was the rash on the trunk?"
Section_1.2:Resultat_rempli_oui:Section_8:Eruptions_cut_oui:Eruptions_sur1:Erupt_bras,Categorical,oui,rash_arm_leg,yes,mali,champs1,NA,Where was the rash located? Arms and legs
Section_1.2:Resultat_rempli_oui:Section_8:Eruptions_cut_oui:Eruptions_sur1:Erupt_bras,Categorical,non,rash_arm_leg,no,mali,champs1,NA,Where was the rash located? Arms and legs
Section_1.2:Resultat_rempli_oui:Section_8:Eruptions_cut_oui:Ressemble_erupt,Categorical,ne_sait_pas,rash_look,dk,mali,champs1,NA,What did the rash look like? / What were the features of the rash?
Section_1.2:Resultat_rempli_oui:Section_8:Eruptions_cut_oui:Ressemble_erupt,Categorical,pus,rash_look,pus,mali,champs1,NA,What did the rash look like? / What were the features of the rash?
Section_1.2:Resultat_rempli_oui:Section_8:Eruptions_cut_oui:Ressemble_erupt,Categorical,liquide_claire,rash_look,clear_fluid,mali,champs1,NA,What did the rash look like? / What were the features of the rash?
Section_1.2:Resultat_rempli_oui:Section_8:Yeux_rouges,Categorical,oui,red_eyes,yes,mali,champs1,NA,"Did the child have red eyes? / Did the child have sore, red eyes?"
Section_1.2:Resultat_rempli_oui:Section_8:Yeux_rouges,Categorical,non,red_eyes,no,mali,champs1,NA,"Did the child have red eyes? / Did the child have sore, red eyes?"
Section_1.2:Resultat_rempli_oui:Section_8:Yeux_rouges,Categorical,ne_sait_pas,red_eyes,dk,mali,champs1,NA,"Did the child have red eyes? / Did the child have sore, red eyes?"
Section_1.2:Resultat_rempli_oui:Section_8:Saignait_nez,Categorical,oui,bleed_nose_mouth_anus,yes,mali,champs1,NA,"Did the child bleed from the nose, mouth, or anus?"
Section_1.2:Resultat_rempli_oui:Section_8:Saignait_nez,Categorical,non,bleed_nose_mouth_anus,no,mali,champs1,NA,"Did the child bleed from the nose, mouth, or anus?"
Section_1.2:Resultat_rempli_oui:Section_8:Saignait_nez,Categorical,ne_sait_pas,bleed_nose_mouth_anus,dk,mali,champs1,NA,"Did the child bleed from the nose, mouth, or anus?"
